"","sample14","sample105","sample83","sample107","sample74","sample3","sample85","sample92","sample40","sample22","sample80","sample57","sample102","sample20","sample53","sample19","sample62","sample65","sample101","sample99","sample75","sample89","sample66","sample59","sample71","sample16","sample41","sample90","sample103","sample30","sample34","sample60","sample46","sample21","sample47","sample77","sample8","sample23","sample12","sample72","sample32","sample28","sample7","sample36","sample87","sample5","sample4","sample69","sample25","sample43","sample24","sample42","sample110","sample88","sample6","sample11","sample27","sample15","sample9","sample38","sample124","sample215","sample193","sample217","sample184","sample113","sample195","sample202","sample150","sample132","sample190","sample167","sample212","sample130","sample163","sample129","sample172","sample175","sample211","sample209","sample185","sample199","sample176","sample169","sample181","sample126","sample151","sample200","sample213","sample140","sample144","sample170","sample156","sample131","sample157","sample187","sample118","sample133","sample122","sample182","sample142","sample138","sample117","sample146","sample197","sample115","sample114","sample179","sample135","sample153","sample134","sample152","sample220","sample198","sample116","sample121","sample137","sample125","sample119","sample148"
"TSPO",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,0,3,3,2,2,1,2,1,3,6,2,1,3,5,2,2,3,2,4,2,3,2,2,2,2,3,1,2,3,3,2,2,2,1,3,2,2,3,2,3,1,2,4,2,2,2,1,1,2,2,2,2,2,4,4,2,2,2
"ULK1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,3,2,4,2,4,3,2,5,2,2,2,3,4,3,2,4,4,2,2,2,2,2,0,3,3,2,2,2,3,2,4,2,3,2,2,3,2,4,4,2,4,4,2,2,2,2,4,3,2,2,3,4,4,3,2,2
"CD2BP2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,4,6,2,2,2,2,3,2,6,2,3,3,5,4,4,4,6,6,5,4,3,2,3,2,4,3,2,4,4,6,2,6,4,4,2,3,6,2,6,3,3,6,4,2,1,3,2,6,3,2,1,2,4,3,2,6,2
"CHRM4",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,4,4,1,2,2,3,1,2,5,1,3,4,2,4,3,2,4,5,1,2,3,0,2,2,2,4,0,2,4,4,2,5,1,4,2,2,2,2,4,2,2,6,4,2,2,1,2,4,3,2,3,1,4,3,3,2,1
"PRICKLE2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,3,1,2,1,2,6,1,2,5,4,3,5,2,4,4,2,2,2,2,1,1,2,2,3,1,2,3,3,4,2,3,4,3,3,1,4,3,2,3,4,2,1,0,2,6,0,2,1,1,4,5,2,2,2
"TMEM50A",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,2,2,1,3,1,1,4,2,2,3,2,3,3,2,2,3,2,2,2,2,2,2,3,4,2,3,4,3,2,3,2,4,2,2,3,2,4,5,2,4,2,2,2,2,1,4,2,2,1,1,4,3,2,2,2
"PIK3IP1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,2,3,3,2,2,2,2,1,2,6,2,1,3,5,2,2,2,2,4,2,5,1,2,2,2,4,1,2,2,3,2,2,2,1,4,1,2,3,2,3,2,2,4,2,2,2,0,1,2,2,2,2,2,3,4,2,3,0
"AC008945.2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,4,4,2,3,2,2,2,2,6,2,3,4,5,5,4,2,4,3,2,4,2,2,2,4,3,3,2,3,4,3,2,6,2,6,2,2,2,2,4,2,2,4,4,2,3,2,2,6,1,2,2,2,4,6,2,3,2
"GDAP1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,3,2,6,4,2,4,1,3,1,1,6,2,2,3,2,6,3,2,6,6,6,6,2,3,2,0,3,3,2,3,3,6,2,6,1,5,3,2,6,2,5,6,2,4,6,2,2,3,2,4,5,2,2,2,4,4,2,4,2
"AC073332.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,3,4,5,2,3,1,4,1,2,5,2,2,4,3,5,3,1,4,3,1,4,2,2,2,2,2,3,2,4,5,6,2,4,4,5,4,2,1,3,4,3,6,4,4,2,1,3,2,6,3,2,2,2,4,4,2,5,2
"MARS1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,1,2,4,2,2,2,1,4,1,5,2,2,2,3,5,3,2,4,3,2,3,0,4,2,2,3,3,2,3,2,3,2,4,2,6,2,2,4,2,4,4,2,4,4,2,3,0,2,4,2,2,2,1,4,3,2,2,3
"RHD",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,2,2,1,3,2,2,4,4,2,3,3,3,3,4,2,3,2,2,2,2,2,1,3,3,2,3,4,3,2,3,0,2,2,2,3,2,4,5,2,4,2,3,2,2,0,4,1,2,1,0,4,3,2,2,2
"APC2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,4,3,2,2,2,2,2,2,4,2,2,2,4,2,4,2,3,4,2,4,2,2,2,1,3,4,2,1,3,2,2,2,2,4,1,2,3,2,4,2,2,6,2,2,1,1,2,6,2,2,2,1,4,3,2,3,2
"HOTAIRM1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,4,4,5,2,3,2,4,2,3,4,3,2,4,3,4,3,2,4,3,2,2,2,2,2,0,2,5,2,4,5,6,2,4,3,5,4,2,6,2,6,3,4,6,4,5,2,3,2,6,3,2,2,2,4,2,2,6,2
"TNFSF18",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,4,4,6,6,6,2,4,5,3,2,6,2,2,2,4,6,5,2,5,3,2,5,2,2,3,4,5,6,3,6,6,5,5,6,2,6,5,4,5,2,4,6,6,6,4,2,2,4,3,6,4,3,2,3,6,6,2,4,2
"PRR12",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,0,3,4,4,2,2,2,5,2,2,6,2,2,3,5,6,2,2,3,4,2,2,2,1,2,2,4,4,2,3,4,4,0,3,2,5,3,2,4,2,4,2,2,6,4,2,1,2,2,5,3,2,2,2,3,6,2,3,2
"AC009041.3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,3,4,4,6,2,2,3,2,2,2,5,2,3,3,2,4,5,4,6,6,5,4,4,2,2,2,2,3,0,2,5,6,2,6,3,4,2,3,6,2,6,3,3,6,4,2,4,3,2,5,4,1,2,2,4,3,2,6,2
"BABAM1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,4,3,2,2,2,2,2,2,5,2,2,3,4,4,4,2,3,4,4,4,2,2,2,1,4,4,2,4,3,3,2,3,2,6,3,3,4,2,4,4,2,6,6,2,0,2,2,6,0,1,2,2,4,3,2,4,2
"DLGAP3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,3,2,2,3,1,2,4,2,2,5,2,3,3,2,2,3,2,3,2,2,2,2,3,2,2,2,6,3,2,5,2,6,2,3,3,2,4,5,2,2,2,2,2,2,1,4,2,2,2,2,4,3,2,2,2
"TMEM126B",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,5,4,1,2,3,6,2,2,6,3,3,3,5,2,3,1,4,2,2,3,2,2,1,3,3,4,3,3,4,4,2,4,2,3,3,1,4,1,2,4,2,5,2,1,2,2,2,4,3,1,1,1,4,2,2,3,1
"SPOPL",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,3,2,2,2,2,2,2,5,1,2,2,4,3,3,2,2,3,2,3,1,2,2,2,1,3,2,2,5,3,2,2,0,4,2,1,1,2,4,3,2,4,0,2,2,2,1,4,3,2,2,2,4,3,1,4,2
"GNA11",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,4,3,2,2,2,2,2,2,4,2,2,3,4,2,4,2,3,4,2,3,2,2,2,1,3,4,3,2,3,2,2,2,3,4,4,2,4,2,4,2,2,6,2,3,0,1,4,6,2,1,2,2,5,1,2,3,2
"ZNF202",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,4,1,1,1,2,1,2,5,2,1,3,5,2,3,1,2,2,3,2,2,2,1,2,3,4,1,2,1,2,2,4,2,2,4,2,2,1,2,2,2,6,2,2,2,1,1,5,3,2,1,1,4,2,1,3,2
"Z93930.2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,2,3,3,2,2,2,3,2,2,6,2,1,3,5,2,2,2,4,4,2,5,2,2,2,2,5,2,2,2,3,2,1,2,1,6,4,2,2,2,3,2,2,4,1,3,2,2,1,2,2,2,2,1,4,2,1,3,2
"HNRNPA1P49",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,4,2,2,3,1,2,4,2,2,3,3,4,3,2,5,4,2,2,1,1,1,2,3,2,2,3,6,3,2,2,3,4,3,1,6,2,2,4,3,4,3,2,0,1,1,4,2,2,1,2,4,2,2,3,2
"AL356740.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,3,3,2,2,2,4,1,2,3,1,2,2,4,4,2,2,4,2,1,1,2,2,1,1,4,2,2,4,6,1,0,1,4,2,6,0,4,0,4,2,2,4,4,2,1,2,1,4,2,2,1,1,4,6,2,3,2
"BDP1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,4,4,2,2,2,2,2,2,6,2,4,2,2,4,2,2,4,4,1,2,2,1,2,1,3,4,2,4,2,3,2,2,2,4,2,2,3,1,4,1,2,6,3,3,1,1,3,6,1,2,2,2,4,3,2,2,2
"GZF1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,5,3,2,3,3,4,2,2,6,6,2,4,4,3,3,2,4,3,2,4,2,2,1,2,4,3,2,2,4,3,1,4,3,5,6,0,5,3,2,2,2,4,4,2,1,3,2,6,3,2,1,3,5,6,2,4,2
"SPTY2D1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,4,2,2,3,2,4,1,2,6,1,3,4,2,4,3,2,4,5,2,2,3,2,1,1,2,4,2,2,5,6,2,4,2,4,2,2,2,2,1,2,2,6,4,2,2,2,2,4,2,3,2,1,4,4,2,2,2
"NCKIPSD",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,3,3,2,2,1,2,3,2,6,1,2,3,4,3,3,2,5,6,2,2,2,2,1,1,2,2,2,2,2,3,2,4,2,3,3,2,2,1,3,4,2,4,4,2,1,1,2,5,2,2,1,1,4,3,2,3,2
"GGT7",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,4,4,2,2,2,4,2,2,6,1,2,4,3,5,3,2,4,4,2,4,2,2,1,2,4,3,2,2,4,4,2,4,2,5,3,2,3,2,5,3,2,3,4,2,2,1,2,6,3,0,2,2,4,6,2,2,2
"PLK3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,2,2,2,1,2,2,4,2,2,4,2,3,3,2,2,3,3,6,2,4,1,2,3,3,2,3,6,3,2,4,2,6,5,1,2,2,4,5,2,4,2,2,4,4,2,4,3,2,0,2,5,3,1,1,2
"DOK2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,1,1,4,0,1,1,3,2,2,2,1,2,3,2,3,3,3,2,2,0,4,1,2,3,1,2,3,1,2,2,2,2,2,2,6,2,2,3,0,5,2,2,5,6,2,1,1,2,5,3,2,1,2,4,1,2,3,2
"GIGYF2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,3,2,2,2,2,5,1,5,1,2,3,4,3,3,2,4,3,2,2,2,2,2,1,1,3,2,1,3,3,2,2,2,3,3,2,1,1,4,3,1,4,2,2,2,1,1,4,2,2,2,2,6,3,2,3,2
"AL355488.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,2,2,1,3,2,2,3,2,2,1,2,3,3,2,4,3,2,3,2,3,0,2,3,2,2,3,3,3,2,4,2,3,3,2,4,2,4,3,2,4,2,2,2,2,1,5,3,2,1,2,4,3,3,3,3
"OBSCN-AS1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,6,6,6,2,4,3,4,2,6,2,5,4,5,5,6,4,4,3,3,4,2,1,3,3,5,6,3,5,6,4,6,6,2,6,2,4,4,2,4,2,5,6,4,2,3,2,2,4,5,3,2,3,6,6,2,6,2
"STX18",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,2,3,3,2,2,3,3,2,1,2,2,2,3,2,4,4,2,1,2,2,2,1,2,2,3,2,4,3,1,2,2,4,2,2,3,2,4,3,2,4,4,2,2,1,1,5,2,3,0,2,4,3,2,2,2
"GREM2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,6,6,6,2,4,3,4,2,5,2,4,4,6,6,5,4,4,3,2,4,3,4,3,3,6,6,3,5,6,5,6,6,3,6,3,4,2,2,4,6,5,6,3,2,4,2,2,5,5,3,2,3,6,6,2,6,2
"MTRF1L",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,1,4,2,4,2,2,2,2,0,1,4,2,2,3,6,4,3,2,3,4,2,4,1,2,3,2,4,2,2,2,4,4,2,2,2,4,2,1,6,1,2,3,2,4,3,2,1,1,1,4,2,2,1,2,4,2,2,2,2
"CAMK2N2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,3,3,2,2,2,4,2,2,6,2,2,2,6,4,3,1,4,4,0,6,2,3,3,3,5,3,2,3,6,2,2,6,2,4,3,2,6,2,4,4,2,2,4,2,2,3,3,6,4,2,2,3,4,1,2,4,2
"FBXW7",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,4,2,3,2,1,2,3,2,3,3,6,4,2,4,2,2,3,2,2,2,2,1,4,4,2,1,2,5,2,2,3,2,4,6,2,2,3,3,2,1,1,4,1,2,1,2,4,2,2,2,2
"FUNDC1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,4,4,2,2,0,4,2,2,6,2,2,2,5,3,4,2,4,4,1,4,2,2,1,2,3,4,2,2,3,4,1,2,2,3,4,2,4,2,3,3,2,4,4,2,2,2,1,4,1,2,2,1,4,1,3,2,2
"PAQR5",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,6,2,2,2,2,4,3,2,4,3,3,3,2,4,3,2,2,2,2,2,1,2,3,2,2,2,3,1,3,2,3,2,2,5,2,4,2,2,4,3,2,2,0,3,4,2,2,1,2,4,2,2,2,0
"CATSPER1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,4,4,2,2,3,3,4,2,6,2,3,3,5,6,3,5,4,5,3,4,0,2,2,2,3,4,2,2,3,4,2,4,2,4,1,2,4,2,6,4,3,6,6,2,2,2,2,4,3,1,3,3,4,3,2,3,2
"GRHL1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,3,4,2,2,2,6,3,1,5,2,2,4,2,2,3,2,3,5,2,4,1,2,2,2,2,3,2,3,3,3,2,4,2,4,4,3,1,2,4,3,3,4,2,2,3,4,1,4,5,1,3,2,3,5,2,2,2
"FREM1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,1,3,3,2,1,2,4,2,2,2,0,2,6,3,3,3,1,5,3,2,3,2,0,2,4,4,3,2,3,5,4,2,2,2,3,3,2,2,2,4,6,2,4,4,0,1,4,2,5,2,2,1,1,4,2,2,3,2
"AC009403.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,2,3,2,5,2,2,4,2,2,4,3,2,3,2,6,3,1,3,2,2,2,2,3,1,2,3,3,4,2,4,3,4,3,2,4,2,4,4,1,6,3,2,1,3,2,5,2,4,1,2,4,1,2,4,2
"TMEM132E",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,1,3,2,1,2,6,2,2,2,2,2,3,2,4,3,3,2,2,2,1,3,2,3,4,4,4,2,2,2,2,6,2,2,2,2,2,4,2,4,5,2,3,1,1,4,3,2,2,1,3,3,2,1,3
"OBSCN",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,4,6,6,5,2,4,2,4,2,6,3,4,4,4,6,5,4,4,3,2,3,2,2,3,3,4,6,3,5,6,5,6,6,2,6,2,4,5,2,4,2,5,6,4,2,2,2,2,6,5,3,2,3,6,6,2,6,1
"AC018755.3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,0,2,4,3,2,2,2,4,2,1,5,1,2,4,4,6,4,2,3,4,2,2,2,2,2,1,4,4,2,3,6,3,2,3,2,5,3,2,5,2,4,3,2,6,4,2,2,2,2,6,2,2,2,2,4,6,2,4,0
"CEBPA",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,3,2,2,2,2,4,3,2,5,2,2,6,3,4,4,2,3,4,2,2,2,2,2,2,4,4,2,3,4,3,2,3,2,6,3,1,2,1,4,4,2,6,2,2,3,2,3,6,4,2,1,2,4,3,2,3,2
"DCAF4L1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,3,2,3,2,3,2,3,2,2,1,4,3,3,2,4,4,2,3,2,1,2,0,2,2,2,3,4,4,2,2,2,6,2,2,2,2,4,3,2,4,3,2,2,1,1,4,2,2,1,2,3,3,2,2,2
"RILPL1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,1,2,3,2,5,2,2,2,3,3,3,2,4,4,2,2,2,2,3,1,3,3,2,2,1,3,2,4,2,3,3,2,5,2,4,4,2,4,4,0,2,2,2,4,3,2,2,2,4,4,2,2,2
"CD8A",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,3,3,2,2,2,4,2,1,5,2,0,5,4,3,3,2,4,3,2,3,2,2,2,3,5,3,2,3,3,3,2,3,2,5,3,2,4,2,4,6,2,4,2,2,2,2,1,4,3,2,2,2,4,4,2,3,2
