"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26","sample27","sample28","sample29","sample30","sample31","sample32","sample33","sample34","sample35","sample36","sample37","sample38","sample39","sample40","sample41","sample42","sample43","sample44","sample45","sample46","sample47","sample48","sample49","sample50","sample51","sample52","sample53","sample54","sample55","sample56","sample57","sample58","sample59","sample60","sample61","sample62","sample63","sample64","sample65","sample66","sample67","sample68","sample69","sample70","sample71","sample72","sample73","sample74","sample75","sample76","sample77","sample78","sample79","sample80"
"g618",26999,17453,32319,12827,24823,38096,19588,40279,37685,18515,15400,44669,9150,20241,21040,48579,13717,12574,34057,7199,23656,52324,9454,22687,24676,42022,51289,28944,17549,13701,11768,19698,31783,37139,55354,37807,36209,44993,18467,42052,16712,11590,12960,7457,22988,6171,7907,9646,11359,4866,13787,3026,9784,1154,23777,20971,14137,5152,11965,9836,11844,15753,5566,14078,21582,21555,9861,27435,9897,9168,7854,2832,6044,14124,5209,14916,8325,5991,4403,5998
"g619",3506,3665,3931,4956,10227,2795,6054,20968,7656,8529,4988,12505,6831,3656,10161,5432,7375,8019,2000,4700,920,3985,12333,9041,4779,7992,5843,4681,13584,11402,2831,1332,9701,4314,5966,3090,2936,1128,8161,24579,3861,2152,2321,1255,4226,1481,3066,3696,3713,1790,2069,1599,2327,5789,4647,3720,1038,940,6239,8944,7557,1120,1237,6555,6722,5439,2884,3500,3185,1991,2883,2721,3193,5590,1986,909,2817,5516,1673,1184
"g620",13073,1965,12175,6055,7926,15021,9520,18486,7030,10953,9036,11697,16992,7542,4109,21082,6565,3898,14167,17437,6474,9136,3369,10677,4117,10156,5723,29335,13991,13346,18425,22927,25398,25220,8019,6800,9321,10959,10929,13025,5699,2217,6527,3248,2155,3026,3927,1883,3012,4168,3280,1912,6878,6620,5714,4727,3860,7558,4158,9537,4177,2321,5320,3384,4053,5962,5989,5646,7191,3325,2808,1915,3708,16695,7085,1856,7481,4758,5698,2602
"g621",5900,7026,3716,8709,6520,6858,5012,17869,10260,6951,5303,5910,5114,9338,9498,14509,29975,13560,8904,2741,9713,7830,5730,11366,6317,4906,10847,10021,12225,12527,11069,7999,5997,13283,9855,4511,11647,13341,14149,6765,809,4153,3033,1535,2283,2379,5176,4054,3795,2315,4639,2711,5198,3712,4387,8830,1990,3203,1093,4528,3117,2279,1980,8125,2853,5626,3201,7340,1688,4673,6085,3884,1820,8258,3685,2284,3517,3635,4385,1833
"g622",35240,21448,52638,68125,37195,55863,77393,15694,30128,26744,14115,83549,29412,20766,42347,40244,80527,51880,21300,21954,34306,37040,19017,28393,29316,57214,71209,52489,23729,27037,50658,44164,37368,56953,44832,43243,5902,28720,35488,62278,10943,12630,14978,33488,17035,14666,13201,5256,14998,20294,13672,10134,12175,41362,10396,32087,15679,31012,18774,9140,27881,10973,10737,17677,14556,15270,11397,16312,13947,18022,15130,32796,21160,23245,19808,13585,5648,12944,12654,14784
"g623",10631,33723,67053,23532,27915,48342,28231,11287,22947,23328,25703,38210,46933,19242,13924,38150,26568,29086,56220,21374,53948,41866,30803,20476,20346,12227,7120,33285,39743,15070,32447,44887,73768,111400,36988,14482,46412,19259,49810,18354,3219,4071,11292,11334,25837,26276,9434,24290,30132,24067,7208,7179,2352,11550,11463,49485,28914,9979,16237,20836,7765,29579,5456,22155,15198,5441,8620,2401,13274,35252,11962,35323,14211,25967,39097,25627,8032,23952,18713,43238
"g624",41556,122634,144914,32642,43848,21464,16815,86778,89772,159291,28204,129199,56589,86450,68929,138025,21653,45602,39450,39651,101155,93526,70426,85828,50512,54294,181415,76945,4159,128099,18749,56400,106487,51495,5571,38843,46655,15351,180572,43840,60145,69030,18365,11433,27728,19721,29972,63457,26734,6293,12459,18938,116351,174725,61673,146898,20460,20450,48921,31581,14679,10627,22740,15566,119359,15114,73279,75642,47470,4045,42382,14116,91289,84339,46460,26890,71281,44106,16887,24732
"g625",18663,8714,9099,22692,15593,10930,28947,16595,17294,7794,11797,19253,28075,22398,38883,16587,13798,13977,10733,4222,5607,7893,9707,6413,10586,26239,12506,8778,23318,30788,10179,4705,28399,28914,11280,26695,17406,8795,54757,61197,11024,2534,19289,7134,27402,9016,8737,8591,12633,8022,14409,23241,2872,12661,7980,10810,15346,3837,6746,12199,13191,11873,13028,10731,1861,18041,22665,41191,2469,23934,8304,9475,6755,7419,29577,7340,5585,22024,9112,3687
"g626",22418,59063,102688,62962,191802,151767,79779,51189,45491,152045,127229,63492,27307,35895,73163,147384,80141,164248,35664,17668,43500,63275,145459,22590,55181,222942,109614,66796,102071,51033,78343,209057,117272,201371,72310,158169,131154,41415,107488,39072,57053,20971,12259,70511,78878,50600,94562,47684,20551,8067,77592,46658,109656,21377,51769,41391,59214,226470,56459,19519,60495,15738,40086,24399,21656,37405,100287,42419,5978,28002,84656,50914,97506,72617,168707,28823,107471,214081,63094,41613
"g627",6639,9449,26927,18994,10426,13887,785,38807,30990,5825,1537,16886,1658,13090,18854,23459,1238,5056,16134,3780,5340,6568,8457,24587,17764,869,9874,22339,6742,2395,8761,7201,6020,10246,37307,518,26072,3775,1384,14981,7391,4648,821,194,478,5208,1079,2029,2639,421,1783,1326,5121,3082,2547,4439,2617,904,3616,5636,3212,168,71,595,3553,5063,8713,3199,4228,5121,1836,840,2160,5251,6002,6528,480,667,6453,2283
"g628",14744,3214,10065,5951,10527,9971,2247,4562,10501,4809,6391,9858,4652,2397,8759,4877,13370,12828,5472,3912,6533,4863,9547,9256,3569,8824,9913,8587,11053,9669,6926,4948,7010,5308,5145,14458,6412,8039,13359,5554,4002,2730,2506,5854,4742,3542,1510,1785,2058,1743,3764,2347,5962,2541,4359,5380,2385,4098,4214,2473,3065,3089,1552,3382,2466,1306,1979,3849,4785,2542,3755,4469,1970,3836,7558,1586,2679,5278,1659,3379
"g629",27772,10631,10201,12920,15866,16416,13316,36798,17664,15428,14959,26568,12245,6882,14525,6448,11729,16737,13919,10590,10484,24179,18227,44902,8622,21613,23866,18591,28206,20588,8682,9642,16097,26951,11448,29899,5412,7399,41741,24294,4588,5629,4775,10255,3568,15432,5813,3483,6265,3188,4351,2287,6778,8081,9805,6792,8689,6454,3276,3784,9897,8805,6084,2392,12741,10109,6739,11971,7629,12530,5695,9906,10171,8949,14348,4805,6106,9959,6399,5814
"g630",16502,26507,36599,39409,14554,36749,38076,43629,33202,35060,32579,25116,20261,23553,39421,41830,52437,53575,26361,24441,19754,30154,13671,51656,24724,36038,50961,37517,29297,33159,31745,24546,20523,75874,12437,22569,19427,34533,67348,22738,26549,14167,17508,22967,12011,11659,11926,7385,16586,9529,12470,6852,12293,8357,16195,11968,18387,18181,10080,13263,25631,9215,10260,23110,19491,20513,11984,12904,14424,15480,10365,18819,10344,25936,27734,12317,12054,17446,25443,19734
"g631",8582,6079,5788,2756,3027,5216,9057,5066,3288,2075,4360,10479,8012,1895,6791,5306,4209,667,2387,1530,3974,2192,8414,7603,9027,2072,4454,4997,813,8225,14270,6252,3417,7005,10142,12519,8147,1899,5290,9695,1494,1893,3807,3341,5572,4334,2869,5349,1919,1516,2468,7015,4501,4579,1640,4773,998,2138,2852,2800,5064,869,1189,3846,6162,7804,6115,8590,4998,1783,1863,2878,7710,5226,7427,2101,4653,2900,2282,2049
"g632",40169,7925,14354,10226,24033,27929,11858,12785,13482,24409,36178,47074,43887,17156,16524,48523,18027,27588,43599,20426,15078,16015,23313,17150,17473,50893,38103,12829,18032,22103,13314,24680,62290,40093,7069,33314,19386,16416,43355,41482,3746,10765,6391,4630,10537,4079,5712,11109,6567,13218,6052,3993,8361,5023,6115,24477,14036,9379,6998,5826,7044,3011,8716,8023,5671,3678,4996,5219,3740,5592,5123,4611,6018,7914,15052,3806,9425,10611,2914,9035
"g633",9979,10766,18220,16880,16355,32304,2329,14748,17007,2771,7548,19385,11416,6998,8596,16204,24344,2922,5540,15334,19936,11422,14886,7266,12867,8928,23258,17230,13768,22172,10607,11740,16186,45372,5367,16654,13041,25412,10317,18288,4219,2550,2681,1372,2015,4435,1769,2259,2009,2308,1336,1138,2767,6179,1497,5352,4006,2565,2458,3083,2683,1921,2737,4114,1715,3625,2561,8419,1718,4736,2794,3671,2970,3976,3080,4984,2696,3778,3375,2189
"g634",8115,3719,12377,16102,3747,11015,2239,2175,13160,9783,4010,10668,4793,6830,6763,4152,12066,8697,5884,8156,3482,5187,10317,10775,2783,14079,4569,9830,13147,9641,3161,6467,19385,9148,6382,4727,12968,6179,10498,8473,3221,2394,2787,2801,4754,1547,3316,4822,3532,1937,3126,2329,3296,6297,4813,6991,8731,2461,5935,8334,4055,1671,2855,3661,6509,4944,1586,4658,1590,3858,1450,6298,2976,3874,5370,1826,3089,5567,5800,2498
"g635",13326,7174,12090,3604,4964,5889,3276,5130,5770,2427,8197,9797,7520,3699,9505,1987,7384,17974,5268,6404,10720,12251,5203,10195,5143,1774,6063,16881,9902,3585,6164,10015,10494,11431,6051,2582,2225,12281,13313,9787,2882,3143,1092,3538,4593,2624,3688,3542,3263,1075,2722,1856,1113,4414,2516,2935,2392,813,5564,3073,5815,2676,1561,3313,2316,3609,1637,4600,2064,5016,6267,2979,4785,4084,3108,2956,2003,4348,1412,2797
"g636",13895,12909,10873,11628,15417,16706,9020,10123,14731,11093,13906,7557,8247,8971,22246,16001,16798,13215,10169,9505,9767,13213,16048,8069,9493,15675,13160,7697,13665,6977,13162,14010,22402,17196,11276,15877,22875,15753,15306,13777,4498,5081,7988,3397,4272,3114,4588,6515,3916,1835,4660,2729,6412,4760,3200,3841,3190,4536,3946,3389,6096,2011,3009,4710,7030,5319,7219,4346,3013,4622,4869,4397,4985,5553,6079,3054,6108,9335,2788,1771
"g637",20300,21267,10434,16055,3609,11106,9067,7689,5308,15206,7427,12473,16428,6032,5901,6670,11428,11627,18389,3352,6421,7666,9206,7347,15547,10530,13314,11503,13581,14331,13622,4722,13463,10053,9880,12345,6606,10981,17048,6692,6379,3952,8811,2843,3155,6471,3888,4818,5243,2580,2297,3914,11559,5746,10850,4631,11897,3247,1933,2891,4663,7280,1387,4720,17718,10655,3898,6845,8002,6030,2284,5513,3209,3910,8016,2276,3275,1775,2863,5474
"g638",9788,10359,6575,2406,9827,6212,3801,11287,30066,6016,6714,2289,11694,6692,4042,8030,10358,5586,7860,7403,2006,15074,4879,16621,16680,17463,8744,17773,5430,4315,1600,9024,7359,28974,4660,5063,12046,22522,6763,4834,2349,3184,4226,1826,2314,4297,1353,2369,1052,377,3264,2118,4175,536,3500,2412,5382,2491,583,2128,1518,1230,2051,1671,5071,712,1645,2809,620,1727,1060,2761,1778,1969,11411,3531,2766,2806,569,1127
"g639",14924,2857,13953,11926,2454,6040,1874,4012,18788,8971,4061,12049,6495,1585,9392,13653,5706,7807,5145,11450,6694,18409,1843,16859,6966,12027,13838,13048,11037,1548,8853,12170,5101,26309,9870,4804,3175,7491,5157,11264,1290,431,1402,1737,2588,1476,1842,3716,1893,2011,1255,1634,2164,945,2837,1629,85,1269,3128,763,5046,712,4182,972,1638,2115,996,5281,511,1709,1615,1364,2116,1165,2740,481,1761,4503,1053,2200
"g640",6385,9457,3570,6322,4470,7956,7441,7113,18538,9432,6112,8866,4437,2056,12974,10644,11643,12898,13455,7681,3741,6760,5429,8469,6032,11650,6299,15347,3453,5732,9165,6030,6395,16297,12903,12263,3884,15724,14456,15300,1643,1248,1728,1271,2047,2064,1187,1747,752,1077,940,2004,2980,577,1015,2729,911,1134,738,659,1824,1216,637,1358,2480,929,1290,2085,1448,1896,705,1288,1359,1727,1260,703,1130,1075,1239,1500
"g641",5683,5061,7231,7793,5123,6914,11372,7424,19076,4106,7987,8296,6261,6987,9690,8277,8156,9458,8035,7538,2229,10355,8530,3292,4375,8500,9333,10127,6970,6361,6119,5859,5694,10107,6457,4310,6065,11006,5156,5875,2881,1266,2971,3245,2025,2108,1429,2125,2064,3467,2147,2945,3350,2428,3081,2271,4346,2482,1576,2796,3163,1535,2083,3221,1409,2494,2491,2585,1175,1939,2684,1775,2097,4193,2491,2363,1956,1559,1953,1328
"g642",6520,14840,10377,6315,18082,18580,10544,21707,25286,9111,5758,5960,4888,40056,17900,5341,2270,1107,17459,5876,2266,9943,6022,11085,2758,10733,3435,11983,1476,6200,12147,32870,15068,14704,14574,12725,15304,10031,134,11474,5117,2271,1274,3608,6222,4721,1636,928,2127,12554,3303,2080,1209,7087,1864,1453,5885,1259,1502,3058,15295,13676,5461,10207,15718,3530,8800,6512,4683,9397,1187,5593,12240,7464,909,9634,11294,1759,3778,11581
"g643",53964,25337,25295,12287,25125,30962,11743,19427,40882,19995,30603,20050,11759,17655,25587,19254,19870,27322,22658,13251,11758,13361,22559,18341,17255,16400,20990,22950,26829,21141,17850,15709,22726,36741,40508,19735,34815,41406,20185,24000,11277,6144,7488,3608,12744,10052,9247,10650,3506,5477,9727,17994,25986,8446,9107,16668,8073,11402,6157,11729,25397,6859,13254,14311,16468,14662,13646,14949,10889,21454,13571,21602,13713,16861,20616,11393,15342,9334,5098,10662
"g644",20768,13952,27454,35942,12675,16678,14603,16409,26322,13557,11812,20138,10200,14865,10556,12461,25713,24485,9513,3014,14027,12400,5983,17745,10472,9368,25681,21043,21539,19906,16833,31440,20637,19985,33020,11590,16471,12440,10855,25704,5865,4919,11700,8188,3721,12380,4172,4359,11606,8213,4320,8932,5788,14396,5885,11477,7021,11456,4993,6601,6492,6131,1630,6652,14578,13626,1456,7516,5197,12378,5544,12525,20747,5451,6358,5863,13569,13000,4833,9100
"g645",16936,12273,61072,13842,12538,23765,15749,17911,48330,17597,39625,30905,5056,15539,12303,2135,23394,25457,29835,14202,12857,15779,11730,10774,22276,53346,38333,14211,16422,20956,35003,30614,17497,57227,32128,35833,9345,5279,50394,21189,9335,5367,13802,4172,5656,6303,16208,8727,16657,8537,4803,8402,3708,10488,6058,7623,12556,6358,3892,6507,18453,8118,10571,4540,5541,5843,4633,8127,12740,15044,3733,9705,10165,8432,11650,7225,6560,8868,5407,3232
"g646",16837,503,25988,11465,7037,11706,12611,34751,19050,16508,3589,4872,6812,14092,32931,10074,10803,32099,41132,33240,26406,13755,21187,13093,7825,3879,26014,37256,18145,18920,1661,15978,6471,28888,11634,86066,7380,3303,28503,19675,1224,2136,3200,726,573,1397,2915,18,5309,270,3611,1543,7330,5735,3103,1224,5067,5036,1209,986,5179,1351,1660,3263,2526,1016,1503,1764,2156,113,2383,6071,1409,1059,2531,5497,426,3774,2687,1739
"g647",1813,2023,10850,4293,1740,1464,3998,1677,280,5019,3055,1996,2053,8439,6271,8409,8312,5150,172,4560,1506,15819,2295,13984,738,4184,4508,5689,3686,2096,6290,1965,7222,3543,8880,7037,9161,2656,21102,11536,449,3217,8456,6894,572,2221,2353,1145,2128,369,1383,3034,2379,951,1782,10071,3100,1168,1226,5477,673,1128,3648,1010,146,4307,655,4282,3372,1810,7347,1660,1717,1623,2897,4653,1206,1710,63,4745
"g648",19369,68554,88241,172387,46752,165147,32968,37998,66812,25795,141881,157970,80162,165683,246018,22034,97118,40309,26189,9934,32951,59496,13319,125461,222588,19841,102103,195638,69607,15460,29931,27253,144610,58352,4949,103607,46469,134492,70319,116256,2978,22900,18128,6297,35563,33234,1200,4788,5959,20175,32664,4576,52569,109216,56175,11524,679,18174,32068,17606,62408,44443,17218,21911,4153,15210,20076,30024,28531,1008,3453,2182,71254,38579,59776,26256,28452,55457,17593,2245
"g649",2372,12720,4956,6581,7107,6070,13939,1983,3222,6817,12057,7970,11571,4634,8755,9915,5800,5703,9078,3553,4707,14266,3717,5204,6962,3209,27688,3955,9557,17333,5093,17170,5009,8272,11086,7094,13435,7579,11896,10600,2434,2775,1280,5000,2299,2675,1783,1294,2902,966,1330,2699,8436,6973,4435,9865,8713,5016,2467,3570,2729,2231,1260,1005,5936,5451,1725,1526,2638,2558,1588,2484,1148,4164,2537,1358,2042,3643,2594,2197
"g650",1708,406,2175,945,7732,3250,8370,4892,5858,5489,999,506,18363,2986,2433,4072,4824,4164,5343,3739,5871,66,1704,7425,3033,2345,1559,10056,11568,3686,8081,4519,351,1558,2199,1075,2190,891,3625,6240,1317,1859,1690,855,1498,2259,371,2004,621,265,375,1317,1175,98,1252,2088,1526,2457,103,1135,894,3219,1047,1152,1431,223,1563,2724,877,194,231,3039,886,654,652,428,977,3452,1845,579
"g651",7069,6354,3845,891,7,9317,4109,699,3062,18668,1585,4185,3506,4430,7128,1011,1706,4584,486,7521,2316,7689,16,958,19105,17069,2021,4538,4267,644,5246,9740,16164,27377,10985,1649,1848,3889,5893,5761,961,2226,581,962,802,1623,431,2022,2589,1961,1895,2491,5814,4797,4096,1316,3100,583,2531,2010,944,10479,1882,2733,5511,118,3366,2475,5291,2205,2099,1262,9053,7191,701,1354,3051,727,773,3283
"g652",16046,949,22,3866,14410,18579,322,3584,8717,13357,787,38297,1400,2013,2187,0,5408,975,11087,520,3473,2342,5959,2356,4779,4129,5286,2232,13731,9108,1233,6130,1653,25165,4652,3981,9468,916,17220,3841,1313,2844,1077,310,5636,417,4778,324,1030,1390,483,1786,1485,2338,5298,2303,99,51,2827,367,1270,3744,582,200,1449,70,1738,669,764,644,3037,2594,3260,2905,1733,2199,9984,55,2919,1643
"g653",6643,10460,57782,2546,11154,74677,7618,14833,1723,16967,14986,1754,887,7005,5255,6177,4709,72682,5174,34002,47087,442,1074,9208,4218,26472,14146,18771,5693,674,10543,12243,12822,14031,69120,5982,4856,109,19016,22080,861,4755,2508,778,1515,11170,1535,2501,5922,2243,1397,1506,3453,9074,14273,1364,22572,955,1289,3753,3115,651,2465,5857,2058,99,2314,10125,1173,7204,5246,11381,1833,6203,5797,1837,4174,2851,4599,734
"g654",13533,6844,82350,90310,37440,33831,15726,104220,179959,89706,66071,50412,67126,24887,77464,80266,25988,19450,113636,50871,33012,49136,29445,18635,35973,118171,89199,18200,65628,87035,45325,19349,42683,185567,102330,9897,31822,29547,46485,83360,14188,1549,5918,18712,46033,13909,3572,36232,21015,13353,38152,16470,25960,23583,43663,6888,34634,22569,19513,32613,102549,44932,2241,28709,39215,32333,57414,945,11533,18181,19028,51702,15323,59614,25590,4793,65492,34836,11403,20207
"g655",140145,30724,131848,39650,21202,136062,48189,41205,48191,39377,130603,59351,95277,76585,153573,13994,6928,151063,36910,16786,19850,106812,11756,60687,67488,120450,21519,138284,59485,143422,56707,90221,64178,45382,119759,61559,64497,80027,67963,170665,3717,3053,19399,20042,24832,18151,12724,18891,1792,38224,10972,4175,29809,2969,42213,34884,40432,37257,10847,23002,1819,16737,35678,7911,38084,7344,10098,3613,1460,7304,13821,30760,11590,10481,10657,24857,47897,28911,4758,8305
"g656",3543,8034,4188,1437,340,945,806,5810,14154,10026,1301,3000,2378,2737,1518,3440,1844,12159,7942,5928,2100,1229,2788,8422,2209,2019,5734,959,1680,3148,6827,749,1775,5042,1615,6165,1754,68,4457,1289,1420,823,321,1546,718,1272,3129,1458,1275,918,480,546,2171,403,1364,3140,805,3626,4566,3265,7758,1151,2417,1672,1230,262,2436,1020,1528,433,5621,565,1127,6223,1332,2219,1590,7544,1242,846
"g657",3401,12022,23129,5451,1496,4430,11166,1792,4744,5159,11473,1147,290,4655,15171,13510,2290,2042,6616,1508,20740,16693,446,3092,1837,6418,1789,2610,7508,514,17149,24864,3484,33648,1703,16956,8938,7219,14433,12352,3595,136,498,955,4559,3942,450,5664,732,502,3779,7566,6975,1167,169,10924,4214,14769,802,1936,2945,2503,5876,952,22699,3298,2214,3583,956,3883,9347,2549,4195,250,5624,519,1962,9486,1199,793
"g658",3889,7434,9193,1301,5739,8120,3726,5066,11410,5750,8113,5513,3192,7767,7961,10251,3665,18065,6350,1212,11960,3501,1702,4956,7601,5092,6182,2813,4814,15270,3815,3704,5343,8729,4354,7510,2829,1807,4184,2317,712,610,978,806,1215,815,1441,2475,962,1218,1024,915,1482,921,816,815,1785,562,897,1183,2509,1214,1873,1253,2152,2521,1916,1830,1561,1215,1066,1731,1206,1366,963,785,1409,826,1023,1542
"g659",97790,19290,96018,27244,36398,35658,7032,89876,80109,36799,11167,13878,13717,29987,86103,5009,68728,4342,64540,33766,14284,153072,31571,7651,77570,61981,56359,76736,45743,25068,13134,13566,6169,34020,43176,41118,28540,47949,19617,88491,13467,2852,8202,9593,12544,2311,13410,4806,8649,4548,5727,2648,13516,1472,9084,5203,13484,11392,7226,14251,12586,29890,5841,6725,783,21831,7964,41399,6845,6569,2406,1491,11451,22290,15516,11197,5250,6138,8428,1770
"g660",4126,4487,7555,17692,4563,6376,6212,5956,8281,6662,8639,12996,3585,7435,3785,16469,10929,5790,15117,13782,2449,11393,17449,7354,5649,6532,3392,10682,10274,13549,4817,13385,14946,10858,5156,6714,4068,8249,8647,15767,7852,1198,6028,1885,9166,10262,6146,3973,4903,3068,2538,5034,3893,12713,6778,5471,4724,5054,5767,10897,10299,4564,5228,2120,4692,2489,10193,5220,9965,2952,2844,5086,6033,3186,10522,767,3006,2272,5585,3496
"g661",14190,19906,7417,16811,8811,12287,7198,17778,19497,12844,9245,14304,5763,11315,8282,14277,11897,8738,4101,9517,6044,6494,7727,23734,11642,19333,20274,16909,16618,11907,4453,5408,13751,31248,9070,13585,11890,10777,9550,9438,822,2663,4237,2354,1375,2308,3027,3599,6122,3326,3745,3708,1970,3229,1947,4084,2219,5785,2201,1972,3655,2923,2933,1264,7833,1689,1588,4165,4007,2018,2770,4028,3980,2553,3290,2151,1880,3077,1764,1279
"g662",22124,6776,10159,5266,10132,9129,8600,10643,9627,4971,8195,9933,7098,6614,10301,15547,6980,15982,6098,2835,8286,10503,5561,4837,7268,21379,16826,10888,7757,10927,6424,5464,7666,13575,11139,5194,8395,10423,12830,10618,422,542,661,1090,1100,875,618,994,839,584,1073,1079,707,1333,719,1322,742,885,786,557,1427,788,643,408,900,1081,532,916,854,1054,946,912,689,439,454,909,525,1001,584,749
"g663",25832,16864,19391,14723,28014,11261,12562,11977,15448,7370,20784,33202,4307,17173,12819,16825,13061,25556,24622,4186,15850,27304,7398,9595,10570,11881,21255,20300,13105,19754,11753,7044,15639,21783,21536,12754,23972,16409,32409,25110,5869,5091,11060,5843,8908,9842,8358,4600,10086,6549,9082,2887,9063,6263,7994,6938,8513,6292,8500,16710,5539,8763,3474,7220,3824,14159,5712,5645,5188,4379,6639,10548,9621,6554,4899,5922,5076,7791,5231,7847
"g664",18014,18512,30779,3039,27244,19426,29281,24639,10338,12511,15279,23655,10116,3980,11967,39934,36130,25282,29007,14894,24004,30525,20648,14928,10743,6939,16377,31409,19595,10344,14668,16281,16339,32714,16689,18635,7579,23283,28767,18435,9376,12012,31504,5415,3598,4809,2444,4930,8089,9548,6270,5979,5925,8516,8576,9471,26907,5454,4040,9731,16835,11270,13928,5916,17945,6091,7799,5167,7743,12266,7218,17095,11383,16311,5826,7846,4876,17714,9706,9724
"g665",185768,28247,58146,110581,61536,86382,117506,58201,81457,130822,40771,78954,114485,99312,78974,59031,64617,73676,92899,51437,61031,50395,84030,110159,110877,160537,60810,78079,78349,108278,85851,80190,82829,86945,61224,87715,112037,67191,88015,67239,11941,13354,51347,26312,19361,21452,42419,19109,21820,27390,35502,22899,12967,28480,10857,46943,51440,24701,19433,35239,63654,24704,18981,45422,63950,48818,37695,21058,15300,13615,29557,43728,34064,25956,29922,15020,55056,36831,10218,18931
"g666",19982,13883,8650,14409,5673,11963,10871,11369,11390,15295,8808,15386,10557,14732,20772,21894,9444,19425,23418,24306,7911,14314,8765,4008,13613,28165,31251,17383,11361,23553,6957,7569,11350,17523,10486,15190,8899,11013,10449,16699,3616,1776,2596,2040,1086,2865,1175,2087,2337,1472,2789,2347,5586,4453,3066,3475,3804,643,3110,3314,1866,4016,1382,998,2280,4908,1899,2522,1037,3201,1944,2838,2549,2280,3246,1619,2479,3011,914,1030
"g667",23562,6279,7144,10762,9384,9936,10004,8331,12495,13366,7749,15451,11007,2388,6446,6842,4784,10845,3647,2051,31284,16225,6772,10447,18963,15308,24560,12806,7265,10432,8977,22577,33914,10985,5655,4838,11572,22914,21067,13409,9545,6319,15851,6893,4278,7257,4604,4485,7418,7950,1626,4863,1251,3496,10301,3469,9867,12372,5224,7911,4618,5100,4370,3936,5964,7778,4179,10384,3789,5092,7057,8243,3924,11363,5546,4168,8893,4523,11924,830
"g668",9811,7475,6120,6808,9885,7575,7785,9825,15650,7484,4949,8994,9485,9194,10979,12433,8013,20080,6777,7529,7415,5047,4118,8494,8026,4054,9588,6151,8312,9141,2842,8869,5436,24018,6916,8317,4245,10644,13238,9066,4055,5689,5194,6248,9585,4585,6151,4212,5219,1270,3758,2516,2645,5831,6016,5865,4203,5896,3857,3845,8809,3387,3001,2997,7380,2967,3708,3747,2607,6258,2756,8524,2981,5913,5006,4406,4268,5826,5338,1584
"g669",11798,5150,4301,5880,4014,5868,12319,11684,7425,7681,3417,6127,7089,4438,5107,8094,4772,7181,6354,12197,6293,4303,5796,10050,5737,4691,5744,10332,8428,10235,9380,4300,5307,16140,12030,9048,6037,4393,22417,8574,1329,693,2733,430,1464,1575,2192,3349,3656,1462,1355,1936,1423,1697,959,2513,1716,1811,1066,1103,1710,2165,1239,2088,1085,1762,1514,1545,1140,1691,986,2755,1917,1083,1585,1122,2304,2646,589,1001
"g670",23333,15307,12543,21235,16796,12521,9264,19846,21229,10941,7453,17984,16981,12067,16617,13551,19796,9432,11988,20558,9015,18945,14473,12734,22392,16251,12862,20187,21902,22848,11113,6904,17874,25582,24168,28291,21752,14458,16844,43162,3826,4545,5966,7756,4820,6031,6101,8484,6334,7482,5915,8768,9658,12146,7885,5406,11015,4131,3181,2706,6083,5291,6841,7641,16802,7888,6787,6853,6446,5305,6116,5382,6815,6449,14356,9832,5415,9921,3798,6442
"g671",18182,19432,12849,9997,8878,10345,10700,21424,15428,9975,18343,5364,8640,6691,20264,18285,15566,17830,20513,2851,9331,24520,9774,29874,10041,4651,11393,9529,7877,9981,15524,14648,16585,12554,23363,18167,6959,13048,13980,8713,3762,5900,6800,5479,468,7054,1899,2391,6702,2370,5725,5168,6737,6001,3991,9892,3063,4347,3139,4105,7089,7203,2300,5139,2492,4041,1872,5600,4702,4967,1338,7355,2447,5112,1918,1422,5171,8190,7523,3407
"g672",21830,18559,46587,29388,37298,49671,13312,45741,21150,23086,7969,23428,13634,16074,25160,51514,24898,23485,14905,27620,17841,28825,15119,16518,15190,22315,17558,27602,12053,12334,13602,33621,41731,40994,25259,24395,18551,20596,41839,55472,2569,7616,4317,5055,2157,9169,4522,3041,5120,2648,6725,4166,4959,4578,3606,12560,4983,3365,7239,7343,3794,2481,3157,4154,6240,11099,5647,4923,5640,4544,3372,3522,2901,7914,5385,1789,2509,4469,7052,1261
"g673",67034,47371,17339,74099,38652,105991,50459,54801,77825,24712,31696,45786,30977,49483,49841,98908,52884,144850,78360,73464,27804,60263,27931,63766,27018,48691,48607,50767,21037,49908,32682,53398,92970,66178,71093,61019,63606,19688,93661,79243,14981,17164,13588,10117,17398,16359,8491,12176,7504,10804,17098,19123,5496,13884,17274,7464,26078,24786,22855,30109,63467,19389,18109,12451,20470,12106,9985,22928,10897,6378,17135,12392,8530,30316,26792,10726,37237,13437,6934,4842
"g674",48696,16253,52840,11235,23111,13313,8087,46130,36836,12928,12762,18074,33338,26614,27418,31062,38135,42568,19905,8602,10512,27562,11006,14502,13092,40418,23931,16897,18323,20915,7538,17267,16146,41557,23335,16211,4872,10467,20053,10518,6704,8580,9891,4248,20969,16716,5819,9204,20823,8821,10906,9595,8276,9261,9831,27919,10473,5331,5196,10920,13048,5935,6935,17302,6502,16661,6137,15882,6064,13194,16383,10396,13115,7819,13731,6552,15163,6256,12495,10347
