"","sample83","sample61","sample25","sample16","sample1","sample96","sample106","sample18","sample44","sample29","sample101","sample13","sample92","sample88","sample81","sample98","sample8","sample40","sample73","sample93","sample78","sample42","sample47","sample41","sample27","sample55","sample52","sample110","sample70","sample67","sample19","sample76","sample37","sample10","sample86","sample38","sample54","sample75","sample102","sample89","sample50","sample57","sample94","sample28","sample97","sample72","sample51","sample68","sample56","sample22","sample107","sample30","sample23","sample53","sample46","sample31","sample65","sample26","sample95","sample48","sample193","sample171","sample135","sample126","sample111","sample206","sample216","sample128","sample154","sample139","sample211","sample123","sample202","sample198","sample191","sample208","sample118","sample150","sample183","sample203","sample188","sample152","sample157","sample151","sample137","sample165","sample162","sample220","sample180","sample177","sample129","sample186","sample147","sample120","sample196","sample148","sample164","sample185","sample212","sample199","sample160","sample167","sample204","sample138","sample207","sample182","sample161","sample178","sample166","sample132","sample217","sample140","sample133","sample163","sample156","sample141","sample175","sample136","sample205","sample158"
"ATAD2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,3,2,4,5,3,2,6,6,2,6,2,2,2,4,6,4,2,3,4,6,6,2,6,2,2,2,6,2,6,4,6,6,4,2,4,6,2,6,2,6,6,5,2,6,4,6,6,4,6,2,2,6,6,2,3,6,2,4
"SULT1A1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,2,5,3,4,2,3,3,4,1,2,2,2,5,4,2,0,4,4,3,6,2,3,3,3,2,3,2,4,4,4,6,6,2,2,6,2,5,2,6,6,6,2,6,4,4,4,2,4,2,2,3,6,2,4,3,4,4
"AC018638.2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,3,4,4,2,4,2,2,2,2,2,2,4,4,4,2,3,4,3,4,2,4,2,2,2,5,2,3,2,6,3,4,2,1,3,2,2,2,5,5,4,2,4,4,4,3,2,4,2,4,5,3,2,3,2,2,4
"ZXDB",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,5,1,4,2,2,6,2,2,2,2,2,4,3,4,2,4,6,2,2,2,2,2,2,2,4,2,4,4,2,3,4,2,1,4,2,2,2,6,4,3,2,4,2,3,2,2,4,2,4,2,4,2,4,2,2,4
"NISCH",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,3,4,1,3,3,2,2,1,1,2,4,3,2,2,2,4,2,4,1,3,2,2,2,3,1,4,4,3,3,4,2,1,4,1,2,2,6,3,4,2,2,2,3,2,1,3,2,3,3,3,2,3,2,2,2
"AC105749.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,3,4,1,3,6,2,2,2,1,2,4,4,2,2,2,4,2,4,1,4,2,2,2,3,1,4,4,3,3,4,2,1,4,1,2,2,6,3,4,2,2,2,3,2,3,3,2,3,3,3,2,3,2,2,6
"AC006008.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,3,4,4,2,4,2,2,2,2,1,2,4,4,4,2,3,4,2,4,2,2,2,2,2,5,2,3,2,2,3,4,2,1,3,2,2,2,4,5,4,2,4,4,5,3,2,4,2,3,5,3,2,3,2,2,3
"SEMA3A",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,3,4,4,2,4,2,2,2,2,1,2,4,4,4,2,3,4,3,4,2,4,2,2,2,5,2,3,2,4,3,4,2,1,3,2,2,2,5,4,4,2,4,4,5,3,2,4,2,6,4,6,2,3,2,2,4
"AC090398.2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,5,4,2,4,6,2,1,2,2,1,4,4,4,1,4,4,1,3,1,2,2,2,2,2,2,1,4,2,5,4,2,2,4,2,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,3,2,4,2,2,3
"CDC42",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,3,4,5,2,5,2,1,1,1,2,3,4,3,1,3,3,2,3,1,2,2,2,2,2,2,3,4,2,3,4,2,1,3,2,2,2,4,6,4,2,3,2,3,3,1,3,2,2,3,3,2,3,3,2,3
"AC073593.2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,3,2,4,2,4,2,2,2,2,2,3,5,3,2,1,2,4,3,4,1,4,2,2,2,3,2,3,6,1,4,4,2,2,4,2,2,2,5,4,4,2,4,4,3,6,3,2,2,3,2,3,2,3,1,2,6
"ACAP1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,2,3,2,1,1,3,2,1,2,2,2,2,3,2,2,2,4,2,2,2,2,2,1,2,3,1,2,4,2,2,4,2,1,4,1,1,1,3,3,2,2,2,2,2,2,2,2,1,2,2,2,2,3,2,1,2
"APEX1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,3,6,3,2,3,2,2,3,3,2,2,2,4,2,2,1,4,2,2,2,3,2,3,4,2,4,4,2,1,4,2,2,2,4,6,4,2,2,2,4,5,2,3,2,3,2,3,2,3,3,2,4
"PRORSD1P",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,6,5,4,2,3,6,2,2,2,2,2,4,5,4,2,3,2,2,3,4,4,2,2,2,5,2,6,4,4,4,4,2,1,3,2,2,2,6,6,4,2,4,4,4,2,2,3,2,3,5,3,2,3,3,2,5
"TWIST1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,2,4,4,4,2,4,2,2,2,2,2,2,4,5,4,2,2,4,3,4,2,5,2,2,2,5,2,3,4,2,5,4,2,1,3,2,2,2,6,6,4,2,6,2,5,5,2,4,2,4,4,6,2,3,3,2,5
"INSM1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,4,6,2,2,3,2,1,4,4,4,3,3,4,3,4,2,6,2,2,2,4,2,3,4,2,4,4,2,2,3,6,2,2,6,6,2,1,5,6,4,6,2,4,2,6,4,3,2,3,3,2,4
"ZBTB39",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,2,3,2,4,2,3,5,2,2,2,2,3,5,6,2,1,2,4,2,4,1,3,2,2,2,3,2,3,4,2,4,4,2,2,4,2,2,2,5,4,4,2,4,4,4,5,3,2,2,2,2,3,2,3,2,2,4
"C14orf119",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,1,2,4,2,4,2,3,6,3,2,3,2,2,3,3,2,2,2,4,2,2,1,4,2,2,2,3,2,3,4,2,4,4,2,1,4,2,2,2,4,6,4,2,2,2,4,6,2,3,2,3,2,3,2,3,3,2,6
"TUBB1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,2,2,6,4,4,2,4,6,2,2,3,2,3,4,5,4,6,4,4,3,4,2,6,2,2,2,4,2,3,4,3,6,4,2,2,6,2,2,2,6,6,6,2,4,6,6,6,3,4,2,3,4,4,2,3,3,2,3
"DDX11-AS1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,4,3,4,2,3,5,2,2,2,2,3,5,6,4,2,3,4,2,4,1,3,2,2,2,3,2,4,4,6,4,4,2,2,4,2,2,2,4,4,4,2,4,4,3,3,3,2,2,3,3,3,2,3,2,1,4
"NACA3P",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,1,2,5,3,4,1,3,2,2,2,2,1,2,3,4,2,2,2,3,2,2,1,2,2,2,2,3,2,3,4,6,4,4,2,1,4,2,2,2,3,4,4,2,3,2,3,3,1,3,2,3,2,4,2,3,3,2,3
"PARTICL",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,5,5,4,2,3,6,2,2,2,2,2,4,5,4,2,3,3,3,3,3,4,2,2,2,5,2,4,4,5,2,4,2,1,3,2,2,2,5,6,4,2,4,4,4,2,2,3,2,3,5,3,2,3,3,2,6
"BMF",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,2,2,2,4,1,3,3,2,2,2,1,2,3,2,2,1,1,4,2,3,1,2,2,2,2,3,2,2,4,4,3,4,2,1,3,1,2,2,4,6,4,2,4,4,2,2,2,2,2,2,2,3,2,3,3,2,2
"SMAP2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,3,4,3,4,6,2,2,2,1,2,3,6,3,1,3,3,3,4,2,3,2,2,2,2,2,2,4,3,3,4,2,1,3,2,2,2,4,6,4,2,3,2,3,3,2,3,2,5,4,3,2,3,3,2,3
"CYP4F22",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,6,4,4,3,4,6,2,4,2,2,2,4,6,2,2,4,4,2,3,1,3,2,2,2,3,2,2,4,4,2,2,2,1,4,2,2,2,4,4,4,2,4,2,3,2,2,4,2,3,3,3,2,4,2,2,6
"SLC22A15",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,5,2,4,2,3,6,2,1,1,2,2,3,3,3,1,3,3,3,3,2,3,2,2,2,2,2,6,4,2,3,4,2,1,3,2,2,2,3,6,4,2,4,2,4,3,2,3,2,3,1,3,2,3,3,2,6
"ADAMTS7P4",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,4,2,3,6,2,2,2,1,2,3,3,2,1,2,4,2,3,1,6,2,2,2,3,2,3,4,5,3,4,2,1,3,3,2,2,4,6,4,2,5,4,4,2,2,2,2,1,4,3,2,3,3,2,4
"OXA1L",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,1,2,4,2,4,2,3,6,3,2,3,2,2,3,3,2,2,6,4,2,2,1,4,2,2,2,3,2,3,4,2,4,4,2,1,4,2,2,2,4,6,4,2,2,2,4,6,2,3,2,3,2,3,2,3,3,2,6
"C2orf81",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,5,5,4,2,3,6,2,2,2,2,2,4,4,4,2,3,2,3,3,3,4,2,2,2,5,2,4,4,5,4,4,2,1,3,2,2,2,5,6,4,2,4,4,3,4,2,3,2,3,5,3,2,3,3,2,4
"CLPX",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,4,1,3,3,2,2,2,1,2,3,2,2,1,2,4,2,3,1,2,2,2,2,3,2,3,4,4,3,4,2,1,3,3,2,2,4,6,4,2,4,4,3,2,2,2,2,2,4,3,2,3,3,2,4
"ALDH1L1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,6,3,4,2,3,5,2,2,2,2,2,4,4,3,2,2,4,2,4,2,6,2,2,2,3,2,2,4,5,3,4,2,2,4,2,2,2,6,6,4,2,6,4,3,4,3,3,2,2,3,3,2,3,2,2,4
"SEC23B",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,4,4,1,4,6,2,2,2,2,1,4,4,4,3,3,4,3,4,2,6,2,2,2,4,2,3,4,2,4,4,2,2,6,6,2,2,6,6,2,1,5,6,4,6,2,4,2,6,4,3,2,3,3,2,4
"H3-3B",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,1,6,3,6,2,2,6,2,2,6,2,2,3,4,2,2,2,4,3,3,3,5,2,4,2,2,2,4,4,2,6,4,2,1,2,1,3,2,5,4,4,2,4,4,6,4,4,3,4,3,2,4,2,3,2,3,6
"THBS2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,3,2,2,3,6,2,2,2,1,2,2,4,3,2,4,4,2,2,2,3,2,1,2,3,1,3,2,2,2,4,2,1,4,2,2,1,4,4,2,2,5,4,3,2,0,2,2,3,3,4,2,3,2,1,2
"GDI2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,4,6,4,2,3,6,2,2,2,2,2,4,5,4,2,2,3,6,4,4,3,2,2,2,4,2,3,4,6,4,4,2,1,4,2,2,2,5,4,4,2,3,4,3,4,2,2,2,2,6,4,2,3,3,2,4
"SEC11C",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,5,4,2,4,6,2,1,2,2,1,4,2,4,1,4,4,3,3,1,2,2,2,2,2,2,3,4,2,5,4,2,2,4,2,2,2,4,4,4,2,2,2,2,2,2,2,2,2,2,3,2,4,2,2,3
"AP006621.2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,1,1,2,4,2,3,2,2,2,2,1,2,3,2,3,2,4,4,2,4,1,2,2,2,2,2,2,2,4,2,3,4,2,1,5,1,2,2,3,3,2,2,2,4,2,4,2,4,2,2,4,2,2,3,3,1,2
"AC068700.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,5,3,2,5,5,4,1,5,6,2,6,2,2,2,4,6,3,2,3,4,4,6,2,5,2,2,2,4,2,3,4,6,6,4,2,3,6,2,6,2,6,6,5,2,6,4,6,6,1,6,2,3,4,6,2,3,5,2,4
"AC096642.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,2,3,3,5,6,6,6,6,3,3,4,2,3,6,6,3,4,3,6,5,6,2,6,4,2,3,5,2,6,4,5,6,4,2,2,3,2,2,3,6,6,4,4,6,4,5,5,4,6,3,2,4,5,2,5,4,3,6
"RPL29",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,3,4,1,3,3,2,2,1,1,2,4,3,2,2,2,4,2,4,1,3,2,2,2,3,1,4,4,3,3,4,2,1,4,1,2,2,6,3,4,2,2,2,3,2,1,3,2,3,3,3,2,3,2,2,2
"SELENOI",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,6,6,4,2,3,6,2,2,2,2,2,4,3,4,2,3,2,4,3,2,6,2,2,2,5,2,3,4,4,4,4,2,1,3,2,2,2,5,6,4,2,3,4,3,4,2,3,2,3,4,3,2,3,3,2,5
"ZBED4",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,4,1,3,5,2,1,2,2,1,2,3,2,1,2,2,2,4,2,2,2,1,2,4,2,5,4,4,2,2,2,1,4,2,2,2,6,2,3,2,2,2,2,6,2,3,2,2,3,2,2,2,3,1,2
"CARNS1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,3,2,4,3,6,6,4,2,3,2,2,3,4,3,2,4,6,3,4,2,3,2,2,2,4,2,5,4,4,6,4,2,1,6,2,2,2,6,6,6,2,4,2,4,4,3,4,6,3,3,4,2,3,3,1,6
"MELTF",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,6,3,4,2,2,6,2,2,2,2,3,4,4,3,2,3,4,4,4,3,3,2,2,2,3,2,6,4,6,3,4,2,2,4,2,2,2,6,4,4,2,6,4,3,6,2,3,2,3,2,3,2,3,2,2,4
"CNTLN",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,4,2,2,5,4,2,3,6,2,1,2,1,1,3,3,4,1,2,3,2,2,4,2,2,2,2,3,2,3,2,2,2,4,2,2,3,1,2,2,2,3,4,2,2,2,3,3,2,3,2,3,6,4,2,3,2,1,2
"KLF2P1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,4,2,3,6,2,3,2,2,2,4,3,2,2,3,3,3,2,2,3,2,2,2,4,2,4,4,4,3,4,2,2,3,1,2,2,5,6,4,2,2,4,4,3,2,3,2,3,2,3,2,3,3,2,6
"CASP8AP2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,3,3,2,2,3,6,2,2,2,1,1,2,6,3,2,4,4,3,2,1,2,2,1,2,2,1,2,4,3,2,4,2,1,4,2,2,1,3,4,2,2,3,4,3,2,2,4,2,2,4,4,2,3,2,1,2
"TMEM191A",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,4,1,3,6,2,2,2,2,1,2,3,2,1,4,2,2,2,2,2,2,3,2,4,1,5,4,2,2,2,2,1,4,2,2,2,6,3,3,2,3,2,2,2,2,3,2,2,3,3,2,2,3,1,2
"AC233280.2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,6,3,4,2,2,6,2,2,2,2,3,4,4,3,2,3,4,4,4,2,3,2,2,2,3,2,6,4,6,3,4,2,2,4,2,2,2,6,4,4,2,6,4,3,6,2,3,2,3,2,3,2,3,2,2,4
"AC006511.3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,5,4,2,3,5,2,2,1,2,1,5,6,4,2,3,4,3,4,1,3,2,2,2,3,2,5,4,6,4,4,2,2,4,2,2,2,4,6,4,2,4,4,3,3,3,4,2,3,3,3,2,3,2,2,4
"SEPTIN9",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,1,6,3,6,2,2,6,2,2,3,2,2,3,4,2,2,2,4,3,3,3,5,2,4,2,2,2,4,4,2,6,4,2,4,2,1,3,2,5,4,4,2,3,4,6,4,4,3,4,3,2,4,2,3,2,3,4
"AC237221.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,4,4,4,2,4,6,2,2,2,2,2,4,5,4,2,3,4,3,4,2,5,2,2,2,5,2,4,4,4,5,4,2,1,3,2,2,2,6,6,4,2,4,2,3,4,2,4,2,4,4,6,2,3,3,2,5
"AC087289.5",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,1,6,3,6,2,2,6,2,2,6,2,2,3,4,2,2,2,4,3,3,3,5,2,4,2,2,2,4,4,2,6,4,2,1,2,1,3,2,5,4,4,2,4,4,6,4,4,3,4,3,2,4,2,3,2,3,6
"SNCAIP",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,4,2,3,6,2,1,2,2,2,5,4,2,2,2,4,2,2,1,3,2,2,2,4,2,3,4,2,6,4,2,2,4,1,2,2,6,4,4,2,3,4,3,4,2,4,2,2,2,3,2,4,2,2,4
