"","sample14","sample105","sample83","sample107","sample74","sample3","sample85","sample92","sample40","sample22","sample80","sample57","sample102","sample20","sample53","sample19","sample62","sample65","sample101","sample99","sample75","sample89","sample66","sample59","sample71","sample16","sample41","sample90","sample103","sample30","sample34","sample60","sample46","sample21","sample47","sample77","sample8","sample23","sample12","sample72","sample32","sample28","sample7","sample36","sample87","sample5","sample4","sample69","sample25","sample43","sample24","sample42","sample110","sample88","sample6","sample11","sample27","sample15","sample9","sample38","sample124","sample215","sample193","sample217","sample184","sample113","sample195","sample202","sample150","sample132","sample190","sample167","sample212","sample130","sample163","sample129","sample172","sample175","sample211","sample209","sample185","sample199","sample176","sample169","sample181","sample126","sample151","sample200","sample213","sample140","sample144","sample170","sample156","sample131","sample157","sample187","sample118","sample133","sample122","sample182","sample142","sample138","sample117","sample146","sample197","sample115","sample114","sample179","sample135","sample153","sample134","sample152","sample220","sample198","sample116","sample121","sample137","sample125","sample119","sample148"
"FYCO1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,2,2,1,2,2,2,6,1,2,0,4,3,3,2,4,4,2,2,2,2,1,1,2,1,2,2,2,3,2,4,2,4,3,2,2,1,4,4,2,4,4,2,1,1,2,6,2,2,1,1,4,3,2,2,2
"LINC02012",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,3,3,2,2,2,2,2,2,6,3,2,2,6,4,3,2,4,4,2,4,2,2,3,3,5,3,2,2,6,3,2,4,2,4,4,2,6,2,4,4,3,4,4,2,2,3,2,6,4,2,2,2,4,3,3,5,2
"CBARP",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,4,3,2,2,2,2,2,2,4,2,2,3,5,2,4,2,3,4,2,4,2,2,2,1,3,4,2,1,3,1,2,2,2,4,1,2,3,2,4,2,2,6,2,2,1,1,2,6,2,2,2,2,4,3,2,3,2
"AC137630.5",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,4,3,2,2,1,2,3,2,6,1,2,3,4,3,3,2,4,4,2,2,2,2,1,0,2,2,2,2,2,3,2,4,2,3,3,2,2,0,4,4,2,5,4,2,1,2,2,6,2,2,1,1,4,3,1,2,2
"ASIP",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,5,3,2,3,2,4,3,2,6,1,2,4,3,5,3,2,4,6,2,4,2,2,2,2,4,3,2,2,4,4,2,4,2,5,3,2,3,2,5,3,2,4,4,2,2,1,2,6,1,2,2,2,4,6,2,4,2
"MAEA",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,2,2,2,2,2,1,3,2,2,1,1,5,3,3,4,4,2,1,2,2,2,1,2,2,2,1,4,4,2,2,2,4,2,2,3,2,4,3,2,4,5,2,2,2,1,4,3,2,1,2,5,3,2,2,2
"LINC02649",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,2,3,2,2,2,4,2,2,5,2,2,6,3,4,3,2,4,4,2,4,2,2,2,4,4,3,2,3,4,4,2,4,2,5,2,2,3,2,4,6,2,4,3,2,3,3,1,4,6,2,2,2,4,3,2,2,2
"LHX6",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,4,3,2,1,1,2,2,2,2,6,2,2,3,4,3,3,2,4,3,2,5,2,2,2,1,2,3,2,2,2,4,2,3,2,5,3,2,4,3,4,6,2,4,6,2,2,1,2,5,3,2,0,2,4,3,2,4,2
"CLCNKA",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,3,3,3,2,2,1,3,1,2,4,2,2,3,3,3,3,2,2,3,2,2,2,2,2,1,2,3,2,3,4,3,2,3,2,5,2,2,3,2,4,6,2,4,2,2,2,1,1,4,2,2,1,1,4,2,1,2,2
"LINC01023",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,4,4,2,2,2,2,2,2,6,1,3,3,4,6,4,2,4,4,2,2,2,2,2,1,3,4,2,3,4,3,2,2,2,4,1,2,3,1,4,2,2,4,3,2,1,1,3,6,1,2,2,2,4,3,2,3,2
"VSIG10L",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,4,3,2,3,2,4,2,2,6,2,2,4,4,6,4,2,3,4,2,3,2,2,2,2,4,4,2,3,6,3,1,3,1,5,3,2,5,2,4,3,2,6,4,2,2,2,2,6,3,2,2,2,4,6,2,3,2
"C20orf96",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,1,4,3,2,2,3,4,1,2,6,6,1,4,3,3,3,3,4,6,2,2,2,2,2,1,4,3,2,2,2,3,2,4,2,6,3,2,5,2,2,2,2,4,4,2,1,2,2,6,3,2,2,3,6,6,2,3,2
"TDRKH-AS1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,4,4,6,6,6,2,4,6,3,2,6,2,2,4,6,5,5,3,4,3,2,3,2,2,3,5,4,6,3,6,6,5,6,6,2,6,5,4,4,2,4,6,5,6,6,2,3,3,2,6,6,3,2,3,6,5,2,4,2
"AL353138.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,3,4,2,2,2,2,3,2,2,3,2,2,3,2,4,3,2,4,4,2,2,2,2,2,1,4,3,2,3,3,5,2,2,2,6,4,2,2,2,4,6,2,4,3,2,2,2,1,4,6,2,2,2,4,4,2,3,2
"FUT11",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,3,2,1,2,3,1,2,5,1,2,2,3,3,3,2,4,4,2,4,2,2,2,1,3,2,2,3,6,4,2,4,2,5,2,2,3,2,4,3,2,4,3,2,1,2,1,4,2,2,2,2,4,2,2,2,2
"MORC3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,3,2,2,2,2,3,2,2,6,2,2,2,4,4,4,2,4,4,2,2,2,2,2,3,4,3,2,3,3,4,2,3,2,6,4,2,6,6,4,5,2,4,4,2,1,2,2,4,2,3,1,2,4,3,2,3,2
"AL161910.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,2,1,2,2,2,1,5,2,2,3,5,2,3,2,4,3,3,2,2,2,2,1,2,3,2,2,3,4,2,2,2,5,3,2,3,1,4,6,0,3,4,2,2,2,2,5,2,0,1,2,4,4,2,4,2
"SLC7A9",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,4,3,2,2,2,4,2,2,5,2,2,6,3,4,4,2,3,4,2,2,3,2,2,3,4,4,2,3,4,3,2,3,2,6,3,2,2,1,4,6,2,6,3,2,3,2,2,6,4,2,2,2,4,3,2,3,2
"ITGA8",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,2,2,3,2,2,2,3,2,2,5,2,2,6,3,2,3,2,4,4,2,3,2,2,3,2,4,3,2,1,3,4,2,4,2,5,2,2,3,2,4,6,2,4,3,2,2,2,1,4,6,2,2,2,4,3,2,2,2
"GAS2L3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,4,2,2,1,4,3,3,2,4,4,2,2,4,2,2,2,3,3,2,2,2,3,2,4,2,3,3,2,4,2,4,4,2,4,6,2,4,2,2,3,3,2,2,2,4,4,2,2,2
"NCKAP5L",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,2,3,2,2,2,2,3,2,5,2,2,2,4,5,3,2,4,4,2,3,2,2,2,1,2,3,2,3,3,4,2,4,2,6,2,2,4,2,4,4,2,4,4,2,1,1,2,4,2,3,2,2,4,3,2,2,2
"ADAM1B",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,3,2,2,2,3,1,5,2,2,2,3,3,3,2,4,4,2,4,2,2,2,1,3,3,2,2,2,3,2,4,2,2,3,2,4,2,4,4,2,4,5,2,2,2,2,4,3,2,2,3,3,4,2,2,2
"CBR3-AS1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,3,2,1,2,2,3,2,2,6,2,1,3,4,4,4,2,4,4,2,2,2,2,2,1,4,3,2,3,4,4,2,2,2,6,2,2,6,6,4,5,2,3,4,2,1,2,2,4,2,2,2,2,4,3,1,3,2
"AC244033.2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,4,4,6,6,6,2,4,6,4,2,6,2,2,4,6,5,5,3,4,3,2,3,2,2,3,4,4,6,3,6,6,5,6,6,2,6,5,4,4,2,4,6,5,6,4,2,3,3,2,6,6,3,2,3,6,5,2,4,2
"RAP2A",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,4,2,2,3,1,3,3,3,2,2,2,4,2,2,2,2,2,1,1,4,2,2,4,6,2,2,2,4,3,4,2,4,1,4,3,2,4,4,2,1,3,0,4,2,2,1,1,4,5,2,2,2
"TRMT5",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,3,3,2,2,2,2,2,2,3,1,2,1,3,3,3,3,2,4,2,3,2,2,2,1,2,2,2,2,4,3,2,2,3,3,3,2,5,1,4,3,2,4,5,2,1,1,2,6,2,2,2,2,3,4,2,3,1
"AL031282.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,3,3,3,2,2,6,3,1,2,3,2,2,4,3,3,3,2,2,3,2,4,2,2,2,1,2,3,2,3,4,3,2,3,2,4,2,2,3,2,4,3,2,4,2,2,2,0,1,4,2,2,1,1,4,4,2,2,2
"SLC16A9",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,1,2,3,2,2,2,5,2,2,4,1,2,6,4,3,3,2,4,5,2,4,2,2,2,1,3,2,2,3,4,4,2,4,3,5,2,2,3,2,4,3,2,4,3,0,2,2,1,5,2,2,2,2,4,2,2,2,2
"TMF1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,2,2,1,2,1,2,6,1,2,5,4,3,4,3,4,4,2,2,2,2,1,1,2,2,3,2,2,3,2,4,2,3,3,2,2,2,4,4,2,4,4,2,1,1,2,6,2,2,0,1,4,4,2,2,2
"TECTA",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,4,1,3,1,2,1,2,6,3,1,3,5,2,3,1,2,6,2,2,2,3,1,2,3,4,1,2,3,4,2,4,2,3,4,2,2,1,2,2,2,6,2,2,2,1,1,4,3,2,1,1,4,2,2,3,2
"KCNIP4",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,4,2,3,2,2,2,2,2,1,3,2,2,2,1,3,3,2,4,4,2,1,2,2,2,1,2,2,2,2,2,4,2,2,2,5,2,2,2,2,4,3,3,4,4,2,2,1,1,4,2,2,1,2,4,3,2,2,2
"WDR82",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,2,2,1,2,1,2,5,1,2,3,4,3,3,2,4,4,2,2,2,2,1,1,2,2,2,2,2,3,2,4,2,3,4,2,2,1,4,4,2,4,4,2,1,1,4,6,0,2,1,1,4,3,2,2,2
"IPO7",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,4,4,2,2,2,3,2,2,3,1,3,4,2,4,4,2,4,5,2,2,3,2,1,1,2,4,2,2,3,2,2,4,2,3,2,2,2,2,2,2,2,6,4,2,2,2,2,4,2,2,1,1,4,2,2,2,2
"FAM86EP",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,2,2,2,1,2,1,3,2,2,2,1,3,3,2,4,4,2,1,2,3,2,1,2,2,2,2,4,4,2,2,2,4,2,2,3,2,4,3,2,4,4,2,2,1,1,4,2,2,1,2,4,3,2,2,2
"DLGAP5",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,3,3,2,2,2,2,2,1,3,1,2,2,3,3,3,2,4,4,2,3,2,2,2,1,2,2,2,2,3,3,2,2,3,3,3,2,5,2,4,3,2,4,5,2,1,1,1,6,2,2,2,2,4,4,2,3,2
"SLC35C2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,4,3,2,2,2,3,2,2,6,2,2,4,3,5,3,2,4,6,2,4,2,2,2,2,4,3,2,2,4,4,2,3,1,5,2,2,4,3,5,3,2,4,4,2,2,2,2,6,2,1,2,2,4,5,2,4,2
"ZNF285B",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,4,3,2,2,2,4,2,2,6,2,2,3,4,6,4,2,3,4,2,2,2,2,2,2,4,4,2,3,4,3,2,3,2,5,3,2,2,1,4,6,2,6,2,2,2,2,2,6,4,2,2,2,4,3,2,2,2
"USP32P1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,3,2,2,2,3,6,1,2,2,2,2,3,3,4,4,2,2,1,2,1,2,2,3,1,3,3,2,2,2,1,3,2,1,2,1,2,6,2,4,3,2,1,1,1,4,4,2,2,1,4,2,2,2,2
"AC125807.2",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,4,3,2,2,1,4,3,2,4,1,2,3,5,2,3,2,4,4,2,2,2,2,2,1,6,3,2,5,4,3,2,4,2,6,3,2,4,2,4,4,2,4,1,2,2,2,2,4,3,2,2,2,4,3,2,3,2
"COQ7",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,4,6,2,2,2,2,2,2,6,1,3,3,2,4,4,4,6,6,5,4,3,2,2,2,4,3,3,4,4,5,2,6,4,4,2,3,6,3,6,3,3,6,3,2,2,2,2,6,3,2,2,2,4,4,2,6,2
"SLC10A3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,4,3,2,2,2,4,2,2,6,2,2,2,3,2,4,1,4,4,2,4,2,2,1,1,4,4,2,2,5,4,2,3,3,5,6,2,2,2,3,3,2,4,4,2,2,3,1,4,3,2,2,1,4,2,2,2,2
"ZNF367",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,2,1,2,2,3,1,5,2,2,3,5,2,3,2,3,3,2,0,2,2,2,1,2,5,2,2,3,4,2,2,2,3,3,2,3,1,4,6,2,4,4,2,2,2,2,4,2,2,1,2,4,4,2,3,3
"TRPV1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,2,2,1,1,2,2,2,2,3,1,2,2,2,2,3,2,4,4,1,2,2,2,1,1,3,3,1,3,2,2,2,2,1,3,2,1,2,1,2,3,2,4,3,2,1,1,1,4,2,2,2,1,4,2,1,2,2
"TFEC",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,4,5,2,3,2,4,2,2,5,2,2,5,3,2,3,2,6,3,2,3,1,2,2,2,2,4,2,4,3,3,2,4,3,4,4,2,4,2,4,4,1,6,3,2,2,2,2,6,3,2,2,3,4,2,2,4,2
"AC024270.3",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,4,3,2,4,3,3,3,1,4,3,2,2,2,2,2,1,3,3,2,3,2,3,2,3,2,3,1,2,5,0,4,2,2,4,3,2,2,3,3,4,3,1,1,2,4,6,2,3,2
"SLFNL1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,3,3,3,2,2,2,3,2,2,5,2,2,6,2,3,3,2,2,3,2,4,2,2,2,2,3,3,2,3,6,3,2,4,2,6,5,2,3,2,4,2,2,4,2,2,1,3,1,4,4,2,1,0,4,3,2,2,2
"AC016738.1",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,3,3,2,2,2,2,2,2,6,4,2,2,4,2,3,2,4,3,2,3,2,2,2,2,3,3,1,2,4,3,2,3,2,4,2,2,2,2,4,3,2,4,2,2,2,2,1,4,3,2,2,2,4,4,2,3,2
"CDCA8",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,3,3,3,2,2,3,3,3,2,4,2,2,4,2,2,3,2,2,3,2,4,2,2,2,2,3,3,2,3,6,3,3,4,2,4,2,2,3,2,4,5,3,4,2,2,2,3,1,4,2,2,1,2,4,3,2,2,2
"MRLN",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,3,2,2,2,3,2,2,4,1,2,6,4,3,3,2,4,4,2,4,2,2,2,1,3,2,2,3,4,4,2,4,2,5,2,2,3,2,4,3,2,4,3,2,4,2,1,4,2,2,2,2,4,2,2,2,2
"TESMIN",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,4,4,3,2,2,3,1,2,6,2,3,3,5,6,3,4,4,5,2,3,2,2,2,3,3,4,6,2,4,4,2,4,2,6,3,2,4,2,6,4,2,6,5,2,2,2,2,4,3,2,2,1,4,4,2,3,1
"ZNF174",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,4,6,2,2,2,2,2,2,5,2,3,1,2,4,4,4,6,6,5,4,3,2,2,2,4,3,2,2,5,6,2,6,4,4,2,3,6,2,6,3,3,6,4,2,2,1,2,6,3,1,2,2,4,3,2,6,1
"LINC02352",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,2,2,2,2,4,1,2,2,2,3,3,2,5,4,2,2,2,2,2,1,1,3,2,1,4,3,2,3,2,1,2,2,4,2,4,2,2,4,3,2,1,1,2,4,2,2,1,2,4,2,2,3,2
"NBPF4",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,1,3,2,2,3,2,2,1,2,2,3,2,4,3,2,2,2,2,2,2,3,3,2,3,3,3,3,3,2,3,3,2,4,2,4,6,2,4,2,2,3,3,2,4,3,2,1,1,4,4,2,3,2
"DHX29",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,4,4,2,0,2,2,3,2,6,1,3,4,2,4,4,2,4,4,2,2,2,2,2,1,3,4,2,3,4,3,2,2,2,4,2,4,3,1,4,2,3,4,3,2,1,1,1,6,1,2,2,2,4,3,2,3,2
